experiment	timestamp	score	best_score	kept	mutations	params
737	2026-03-29T17:01:11.022294	49.9986	68.4369	False	keyword_max_results: 0 -> 40; traverse_seed_limit: 10 -> 10; traverse_hop1_limit: 20 -> 20	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 40, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
738	2026-03-29T17:01:11.113255	52.4422	68.4369	False	keyword_prefix_match_len: 5 -> 3; keyword_min_score: 0.1 -> 0.0778; keyword_max_results: 0 -> 0	{"keyword_prefix_match_len": 3, "keyword_min_score": 0.0778, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
739	2026-03-29T17:01:11.193641	60.4669	68.4369	False	hop2_score_boost: 0.05 -> 0.1741; keyword_prefix_match_len: 5 -> 7	{"keyword_prefix_match_len": 7, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.1741, "dedup_strategy": "keep_highest", "max_total_results": 50}
740	2026-03-29T17:01:11.300448	67.2236	68.4369	False	keyword_max_results: 0 -> 0; traverse_hop1_limit: 20 -> 40; traverse_hop2_limit: 10 -> 10	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 40, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
741	2026-03-29T17:01:11.383662	66.0594	68.4369	False	hop1_score_boost: 0.1 -> 0.3593; traverse_hop2_limit: 10 -> 10; hop2_score_boost: 0.05 -> 0.1609	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.3593, "hop2_score_boost": 0.1609, "dedup_strategy": "keep_highest", "max_total_results": 50}
742	2026-03-29T17:01:11.467679	68.4369	68.4369	False	hop1_score_boost: 0.1 -> 0.1; hop2_score_boost: 0.05 -> 0.05; traverse_seed_limit: 10 -> 10	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
743	2026-03-29T17:01:11.580525	66.7252	68.4369	False	hop2_score_boost: 0.05 -> 0.0822; traverse_hop1_limit: 20 -> 50	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 50, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.0822, "dedup_strategy": "keep_highest", "max_total_results": 50}
744	2026-03-29T17:01:11.663304	66.6872	68.4369	False	hop1_score_boost: 0.1 -> 0.236	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.236, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
745	2026-03-29T17:01:11.714638	67.4277	68.4369	False	keyword_min_score: 0.1 -> 0.1; keyword_max_results: 0 -> 0; traverse_default_hops: 2 -> 1	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 1, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
746	2026-03-29T17:01:11.817847	67.2236	68.4369	False	traverse_min_edge_score: 0.0 -> 0.0; traverse_seed_limit: 10 -> 10; traverse_hop1_limit: 20 -> 40	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 40, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
747	2026-03-29T17:01:11.869313	66.7230	68.4369	False	traverse_default_hops: 2 -> 1; keyword_min_score: 0.1 -> 0.1; max_total_results: 50 -> 100	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 1, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 100}
748	2026-03-29T17:01:11.953072	68.1379	68.4369	False	traverse_hop2_limit: 10 -> 30	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 30, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
749	2026-03-29T17:01:12.034071	62.1126	68.4369	False	keyword_prefix_match_len: 5 -> 6; hop1_score_boost: 0.1 -> 0.1; traverse_hop2_limit: 10 -> 30	{"keyword_prefix_match_len": 6, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 30, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
750	2026-03-29T17:01:12.114377	49.9986	68.4369	False	keyword_max_results: 0 -> 40; keyword_min_score: 0.1 -> 0.1; traverse_hop1_limit: 20 -> 20	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 40, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
751	2026-03-29T17:01:12.198423	64.4786	68.4369	False	keyword_prefix_match_len: 5 -> 4	{"keyword_prefix_match_len": 4, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
752	2026-03-29T17:01:12.312543	54.0989	68.4369	False	hop2_score_boost: 0.05 -> 0.05; traverse_hop1_limit: 20 -> 50; keyword_max_results: 0 -> 60	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 60, "traverse_seed_limit": 10, "traverse_hop1_limit": 50, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
753	2026-03-29T17:01:12.396753	68.4369	68.4369	False	keyword_min_score: 0.1 -> 0.0883	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.0883, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
754	2026-03-29T17:01:12.479895	68.4369	68.4369	False	traverse_min_edge_score: 0.0 -> 0.1382	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.1382, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
755	2026-03-29T17:01:12.564382	68.4369	68.4369	False	keyword_min_score: 0.1 -> 0.0936; traverse_hop2_limit: 10 -> 10	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.0936, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
756	2026-03-29T17:01:12.659081	52.3978	68.4369	False	hop1_score_boost: 0.1 -> 0.3452; keyword_prefix_match_len: 5 -> 3; keyword_min_score: 0.1 -> 0.0742	{"keyword_prefix_match_len": 3, "keyword_min_score": 0.0742, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.3452, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
757	2026-03-29T17:01:12.754755	68.1379	68.4369	False	traverse_hop2_limit: 10 -> 30; traverse_default_hops: 2 -> 2	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 30, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
758	2026-03-29T17:01:12.840964	68.4369	68.4369	False	keyword_min_score: 0.1 -> 0.1; traverse_min_edge_score: 0.0 -> 0.0; traverse_hop2_limit: 10 -> 10	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
759	2026-03-29T17:01:12.925570	67.9651	68.4369	False	traverse_hop2_limit: 10 -> 20	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 20, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
760	2026-03-29T17:01:13.012302	66.4949	68.4369	False	hop1_score_boost: 0.1 -> 0.341; traverse_seed_limit: 10 -> 10	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.341, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
761	2026-03-29T17:01:13.075019	51.6982	68.4369	False	keyword_prefix_match_len: 5 -> 3; hop2_score_boost: 0.05 -> 0.15; traverse_default_hops: 2 -> 1	{"keyword_prefix_match_len": 3, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 1, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.15, "dedup_strategy": "keep_highest", "max_total_results": 50}
762	2026-03-29T17:01:13.131895	67.2414	68.4369	False	traverse_hop1_limit: 20 -> 30; traverse_default_hops: 2 -> 1	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 30, "traverse_hop2_limit": 10, "traverse_default_hops": 1, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
763	2026-03-29T17:01:13.186088	66.7230	68.4369	False	traverse_default_hops: 2 -> 1; max_total_results: 50 -> 100	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 1, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 100}
764	2026-03-29T17:01:13.280397	68.0225	68.4369	False	max_total_results: 50 -> 50; traverse_hop2_limit: 10 -> 40; hop1_score_boost: 0.1 -> 0.1	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 40, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
765	2026-03-29T17:01:13.372335	68.0225	68.4369	False	traverse_hop2_limit: 10 -> 40	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 40, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
766	2026-03-29T17:01:13.464092	68.4369	68.4369	False	traverse_default_hops: 2 -> 2; keyword_min_score: 0.1 -> 0.084; hop2_score_boost: 0.05 -> 0.05	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.084, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
767	2026-03-29T17:01:13.518793	66.5562	68.4369	False	traverse_default_hops: 2 -> 1; max_total_results: 50 -> 150; keyword_min_score: 0.1 -> 0.1	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 1, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 150}
768	2026-03-29T17:01:13.607439	66.7939	68.4369	False	traverse_seed_limit: 10 -> 10; max_total_results: 50 -> 150	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 150}
769	2026-03-29T17:01:13.718269	63.5402	68.4369	False	keyword_prefix_match_len: 5 -> 4; traverse_hop1_limit: 20 -> 40	{"keyword_prefix_match_len": 4, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 40, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
770	2026-03-29T17:01:13.804425	68.0225	68.4369	False	traverse_hop2_limit: 10 -> 40	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 40, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
771	2026-03-29T17:01:13.884542	56.8406	68.4369	False	keyword_min_score: 0.1 -> 0.1; keyword_prefix_match_len: 5 -> 8	{"keyword_prefix_match_len": 8, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
772	2026-03-29T17:01:13.970329	68.4369	68.4369	False	keyword_min_score: 0.1 -> 0.1; traverse_min_edge_score: 0.0 -> 0.0; max_total_results: 50 -> 50	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
773	2026-03-29T17:01:14.024590	67.4277	68.4369	False	traverse_default_hops: 2 -> 1; hop1_score_boost: 0.1 -> 0.1	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 1, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
774	2026-03-29T17:01:14.095797	67.2746	68.4369	False	traverse_default_hops: 2 -> 1; traverse_hop2_limit: 10 -> 10; traverse_seed_limit: 10 -> 30	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 30, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 1, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
775	2026-03-29T17:01:14.148708	54.8248	68.4369	False	traverse_default_hops: 2 -> 1; keyword_prefix_match_len: 5 -> 8	{"keyword_prefix_match_len": 8, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 1, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
776	2026-03-29T17:01:14.209726	67.4277	68.4369	False	keyword_min_score: 0.1 -> 0.1; traverse_default_hops: 2 -> 1	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 1, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
777	2026-03-29T17:01:14.309777	49.9986	68.4369	False	keyword_max_results: 0 -> 40	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 40, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
778	2026-03-29T17:01:14.401847	68.4369	68.4369	False	traverse_hop2_limit: 10 -> 10; traverse_default_hops: 2 -> 2; traverse_seed_limit: 10 -> 10	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
779	2026-03-29T17:01:14.523134	52.4456	68.4369	False	keyword_max_results: 0 -> 0; keyword_prefix_match_len: 5 -> 3; keyword_min_score: 0.1 -> 0.1	{"keyword_prefix_match_len": 3, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
780	2026-03-29T17:01:14.615034	63.3451	68.4369	False	traverse_hop2_limit: 10 -> 40; max_total_results: 50 -> 200	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 40, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 200}
781	2026-03-29T17:01:14.704315	64.4786	68.4369	False	keyword_prefix_match_len: 5 -> 4; keyword_min_score: 0.1 -> 0.1; hop2_score_boost: 0.05 -> 0.05	{"keyword_prefix_match_len": 4, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
782	2026-03-29T17:01:14.758371	67.4277	68.4369	False	traverse_default_hops: 2 -> 1	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 1, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
783	2026-03-29T17:01:14.844042	49.9986	68.4369	False	traverse_min_edge_score: 0.0 -> 0.1035; keyword_min_score: 0.1 -> 0.076; keyword_max_results: 0 -> 40	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.076, "keyword_max_results": 40, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.1035, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
784	2026-03-29T17:01:14.932068	66.6872	68.4369	False	hop1_score_boost: 0.1 -> 0.2667	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.2667, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
785	2026-03-29T17:01:15.018911	66.6625	68.4369	False	hop1_score_boost: 0.1 -> 0.2853	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.2853, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
786	2026-03-29T17:01:15.104434	68.0225	68.4369	False	traverse_hop2_limit: 10 -> 40; hop2_score_boost: 0.05 -> 0.05	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 40, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
787	2026-03-29T17:01:15.196448	52.7287	68.4369	False	keyword_prefix_match_len: 5 -> 3; max_total_results: 50 -> 150; hop1_score_boost: 0.1 -> 0.3936	{"keyword_prefix_match_len": 3, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.3936, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 150}
788	2026-03-29T17:01:15.282176	49.9986	68.4369	False	traverse_hop2_limit: 10 -> 10; traverse_default_hops: 2 -> 2; keyword_max_results: 0 -> 40	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 40, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
789	2026-03-29T17:01:15.370061	68.0639	68.4369	False	max_total_results: 50 -> 50; hop2_score_boost: 0.05 -> 0.1901	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.1901, "dedup_strategy": "keep_highest", "max_total_results": 50}
790	2026-03-29T17:01:15.456725	67.9651	68.4369	False	traverse_hop2_limit: 10 -> 20; hop2_score_boost: 0.05 -> 0.05	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 20, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
791	2026-03-29T17:01:15.544359	68.4137	68.4369	False	keyword_min_score: 0.1 -> 0.0745	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.0745, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 50}
792	2026-03-29T17:01:15.632963	66.4761	68.4369	False	traverse_min_edge_score: 0.0 -> 0.0; max_total_results: 50 -> 200	{"keyword_prefix_match_len": 5, "keyword_min_score": 0.1, "keyword_max_results": 0, "traverse_seed_limit": 10, "traverse_hop1_limit": 20, "traverse_hop2_limit": 10, "traverse_default_hops": 2, "traverse_min_edge_score": 0.0, "hop1_score_boost": 0.1, "hop2_score_boost": 0.05, "dedup_strategy": "keep_highest", "max_total_results": 200}
