experiment	timestamp	score	best_score	kept	mutations	elapsed_sec	params
90	2026-03-29T12:00:41.561348	81.5780	81.5780	False	min_token_length: 2 -> 2	2.3	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
91	2026-03-29T12:00:43.673290	81.1463	81.5780	False	max_edges_per_verse: 30 -> 32; max_verse_freq: 100 -> 75	2.1	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 32, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
92	2026-03-29T12:00:46.341559	81.1774	81.5780	False	max_edges_per_verse: 30 -> 32; max_verse_freq: 100 -> 125	2.7	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 32, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
93	2026-03-29T12:00:48.579616	81.4899	81.5780	False	max_edges_per_verse: 30 -> 28	2.2	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
94	2026-03-29T12:00:50.222265	80.7596	81.5780	False	min_token_length: 2 -> 2; lemma_verb_first: True -> False; max_verse_freq: 100 -> 50	1.6	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 50, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
95	2026-03-29T12:00:53.009410	81.1774	81.5780	False	max_verse_freq: 100 -> 125; max_edges_per_verse: 30 -> 32	2.8	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 32, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
96	2026-03-29T12:00:55.240683	81.4899	81.5780	False	max_edges_per_verse: 30 -> 28	2.2	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
97	2026-03-29T12:00:57.608982	81.4979	81.5780	False	max_edges_per_verse: 30 -> 32	2.4	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 32, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
98	2026-03-29T12:00:59.848283	81.4899	81.5780	False	max_edges_per_verse: 30 -> 28	2.2	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
99	2026-03-29T12:01:02.152611	81.5425	81.5780	False	max_edges_per_verse: 30 -> 30; lemma_verb_first: True -> False	2.3	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
100	2026-03-29T12:01:04.225401	81.1463	81.5780	False	max_verse_freq: 100 -> 75; max_edges_per_verse: 30 -> 32	2.1	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 32, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
101	2026-03-29T12:01:05.835984	80.8167	81.5780	False	max_verse_freq: 100 -> 50	1.6	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 50, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
102	2026-03-29T12:01:08.140021	80.4620	81.5780	False	min_tfidf_score: 0.01 -> 0.0191	2.3	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.0191, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
103	2026-03-29T12:01:10.341917	74.0286	81.5780	False	min_token_length: 2 -> 4; norm: l2 -> l1	2.2	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 4, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l1"}
104	2026-03-29T12:01:12.694423	80.5643	81.5780	False	edge_weight_method: geometric_mean -> harmonic_mean	2.4	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "harmonic_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
105	2026-03-29T12:01:15.114939	81.4899	81.5780	False	max_edges_per_verse: 30 -> 28	2.4	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
106	2026-03-29T12:01:17.002326	81.2186	81.5780	False	max_edges_per_verse: 30 -> 28; max_verse_freq: 100 -> 75	1.9	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
107	2026-03-29T12:01:19.340178	81.5185	81.5780	False	min_token_length: 2 -> 3	2.3	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 3, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
108	2026-03-29T12:01:21.252505	81.2186	81.5780	False	max_verse_freq: 100 -> 75; max_edges_per_verse: 30 -> 28	1.9	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
109	2026-03-29T12:01:23.597554	80.9594	81.5780	False	max_edges_per_verse: 30 -> 24	2.3	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 24, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
110	2026-03-29T12:01:26.027555	81.4979	81.5780	False	max_edges_per_verse: 30 -> 32	2.4	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 32, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
111	2026-03-29T12:01:28.292356	79.6509	81.5780	False	min_token_length: 2 -> 4; edge_weight_method: geometric_mean -> harmonic_mean	2.3	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "harmonic_mean", "extra_stopwords": [], "min_token_length": 4, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
112	2026-03-29T12:01:30.209446	81.2175	81.5780	False	max_verse_freq: 100 -> 75	1.9	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
113	2026-03-29T12:01:32.428325	81.4899	81.5780	False	max_edges_per_verse: 30 -> 28	2.2	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
114	2026-03-29T12:01:34.475176	81.1463	81.5780	False	max_edges_per_verse: 30 -> 32; max_verse_freq: 100 -> 75	2.0	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 32, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
115	2026-03-29T12:01:36.325849	81.2175	81.5780	False	max_verse_freq: 100 -> 75	1.8	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
116	2026-03-29T12:01:38.521724	81.5102	81.5780	False	max_df: 300 -> 250	2.2	{"min_df": 2, "max_df": 250, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
117	2026-03-29T12:01:40.673647	80.5329	81.5780	False	max_edges_per_verse: 30 -> 28; min_token_length: 2 -> 3; edge_weight_method: geometric_mean -> harmonic_mean	2.2	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 100, "edge_weight_method": "harmonic_mean", "extra_stopwords": [], "min_token_length": 3, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
118	2026-03-29T12:01:43.229002	81.1371	81.5780	False	max_edges_per_verse: 30 -> 28; max_verse_freq: 100 -> 125	2.6	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
119	2026-03-29T12:01:45.497586	81.4979	81.5780	False	max_edges_per_verse: 30 -> 32	2.3	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 32, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
120	2026-03-29T12:01:48.083189	81.1371	81.5780	False	max_verse_freq: 100 -> 125; max_edges_per_verse: 30 -> 28	2.6	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
121	2026-03-29T12:01:50.369936	78.0713	81.5780	False	min_df: 2 -> 4	2.3	{"min_df": 4, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
122	2026-03-29T12:01:52.870748	81.1371	81.5780	False	max_edges_per_verse: 30 -> 28; max_verse_freq: 100 -> 125	2.5	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
123	2026-03-29T12:01:54.872177	81.1463	81.5780	False	max_edges_per_verse: 30 -> 32; max_verse_freq: 100 -> 75	2.0	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 32, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
124	2026-03-29T12:01:56.652075	81.2175	81.5780	False	max_verse_freq: 100 -> 75	1.8	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
125	2026-03-29T12:01:58.434306	81.2175	81.5780	False	max_verse_freq: 100 -> 75	1.8	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
126	2026-03-29T12:02:00.245272	81.2175	81.5780	False	max_verse_freq: 100 -> 75	1.8	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
127	2026-03-29T12:02:02.869491	81.3145	81.5780	False	max_verse_freq: 100 -> 125	2.6	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
128	2026-03-29T12:02:05.401400	81.1371	81.5780	False	max_verse_freq: 100 -> 125; max_edges_per_verse: 30 -> 28	2.5	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
129	2026-03-29T12:02:07.804293	81.4979	81.5780	False	max_edges_per_verse: 30 -> 32	2.4	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 32, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
130	2026-03-29T12:02:10.144020	80.5643	81.5780	False	edge_weight_method: geometric_mean -> harmonic_mean	2.3	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "harmonic_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
131	2026-03-29T12:02:12.414921	81.4684	81.5780	False	lemma_verb_first: True -> False; max_edges_per_verse: 30 -> 28	2.3	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
132	2026-03-29T12:02:15.156659	81.3145	81.5780	False	max_verse_freq: 100 -> 125	2.7	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
133	2026-03-29T12:02:17.452880	81.5425	81.5780	False	lemma_verb_first: True -> False	2.3	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
134	2026-03-29T12:02:19.683836	81.5780	81.5780	False	max_df: 300 -> 325	2.2	{"min_df": 2, "max_df": 325, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
135	2026-03-29T12:02:21.859683	81.4899	81.5780	False	max_edges_per_verse: 30 -> 28	2.2	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
136	2026-03-29T12:02:24.395651	81.3145	81.5780	False	max_verse_freq: 100 -> 125	2.5	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
137	2026-03-29T12:02:27.098317	81.1774	81.5780	False	max_verse_freq: 100 -> 125; max_edges_per_verse: 30 -> 32	2.7	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 32, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
138	2026-03-29T12:02:29.156177	81.2186	81.5780	False	max_verse_freq: 100 -> 75; max_edges_per_verse: 30 -> 28	2.1	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
139	2026-03-29T12:02:31.895790	81.1371	81.5780	False	max_edges_per_verse: 30 -> 28; max_verse_freq: 100 -> 125	2.7	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
140	2026-03-29T12:02:33.997681	81.1463	81.5780	False	max_edges_per_verse: 30 -> 32; max_verse_freq: 100 -> 75	2.1	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 32, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
141	2026-03-29T12:02:36.068826	81.2186	81.5780	False	max_verse_freq: 100 -> 75; max_edges_per_verse: 30 -> 28	2.1	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 75, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
142	2026-03-29T12:02:38.681168	81.1371	81.5780	False	max_edges_per_verse: 30 -> 28; max_verse_freq: 100 -> 125	2.6	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
143	2026-03-29T12:02:40.969838	81.5780	81.5780	False	max_features: 80000 -> 75000	2.3	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 75000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
144	2026-03-29T12:02:43.271044	78.4678	81.5780	False	min_df: 2 -> 1	2.3	{"min_df": 1, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
145	2026-03-29T12:02:45.704169	74.4881	81.5780	False	norm: l2 -> l1; edge_weight_method: geometric_mean -> harmonic_mean; max_features: 80000 -> 95000	2.4	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 95000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "harmonic_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l1"}
146	2026-03-29T12:02:48.056482	80.3164	81.5780	False	edge_weight_method: geometric_mean -> min	2.4	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "min", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
147	2026-03-29T12:02:50.381454	81.5780	81.5780	False	max_features: 80000 -> 90000	2.3	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 90000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
148	2026-03-29T12:02:52.671441	79.4500	81.5780	False	min_tfidf_score: 0.01 -> 0.0246	2.3	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.0246, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
149	2026-03-29T12:02:54.941409	81.5780	81.5780	False	max_df: 300 -> 325	2.3	{"min_df": 2, "max_df": 325, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
150	2026-03-29T12:02:57.340594	81.5425	81.5780	False	lemma_verb_first: True -> False	2.4	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 30, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": false, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
151	2026-03-29T12:02:59.718387	81.4979	81.5780	False	max_edges_per_verse: 30 -> 32	2.4	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 32, "max_verse_freq": 100, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
152	2026-03-29T12:03:02.348936	81.1371	81.5780	False	max_edges_per_verse: 30 -> 28; max_verse_freq: 100 -> 125	2.6	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 28, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
153	2026-03-29T12:03:05.028371	81.1774	81.5780	False	max_edges_per_verse: 30 -> 32; max_verse_freq: 100 -> 125	2.7	{"min_df": 2, "max_df": 300, "min_tfidf_score": 0.01, "max_features": 80000, "max_edges_per_verse": 32, "max_verse_freq": 125, "edge_weight_method": "geometric_mean", "extra_stopwords": [], "min_token_length": 2, "lemma_verb_first": true, "sublinear_tf": true, "ngram_min": 1, "ngram_max": 2, "norm": "l2"}
